shipping_id,order_id,carrier,shipping_date,delivery_date,shipping_cost
24666,32573,BlueDart,2024-05-23,2024-05-25,228.17
24667,32574,EcomExpress,2023-08-24,2023-08-30,112.21
24668,32575,IndiaPost,2024-07-07,2024-07-13,49.67
24669,32576,DTDC,2024-03-22,2024-03-27,152.25
24670,32577,IndiaPost,2023-02-05,2023-02-09,114.41
24671,32578,BlueDart,2024-08-26,2024-08-27,193.61
24672,32579,IndiaPost,2022-06-15,2022-06-17,174.71
24673,32580,Delhivery,2023-12-06,2023-12-11,148.52
24674,32581,FedEx,2024-07-26,2024-07-30,63.55
24675,32582,EcomExpress,2022-06-02,2022-06-03,206.33
24676,32583,EcomExpress,2022-02-05,2022-02-09,39.83
24677,32584,FedEx,2024-11-29,2024-12-05,120.98
24678,32585,FedEx,2023-01-27,2023-02-01,27.56
24679,32587,IndiaPost,2023-11-13,2023-11-14,79.77
24680,32588,FedEx,2024-05-10,2024-05-16,245.93
24681,32589,EcomExpress,2022-07-31,2022-08-05,165.16
24682,32590,BlueDart,2022-09-23,2022-09-29,83.52
24683,32591,IndiaPost,2024-12-30,2025-01-04,188.65
24684,32592,Delhivery,2023-11-13,2023-11-17,43.49
24685,32593,IndiaPost,2022-02-15,2022-02-16,206.73
24686,32594,Delhivery,2023-05-14,2023-05-20,213.01
24687,32596,EcomExpress,2024-09-02,2024-09-08,205.46
24688,32597,FedEx,2023-07-17,2023-07-20,150.39
24689,32598,BlueDart,2022-07-10,2022-07-11,188.77
24690,32599,FedEx,2022-01-27,2022-02-03,124.9
24691,32600,Delhivery,2024-12-06,2024-12-08,89.94
24692,32601,FedEx,2023-07-03,2023-07-09,94.09
24693,32604,FedEx,2022-04-29,2022-05-01,76.72
24694,32605,FedEx,2024-07-13,2024-07-16,66.53
24695,32606,IndiaPost,2023-11-21,2023-11-26,152.52
24696,32607,EcomExpress,2022-02-11,2022-02-12,245.66
24697,32609,EcomExpress,2023-07-26,2023-08-02,197.51
24698,32610,EcomExpress,2022-10-19,2022-10-23,184.11
24699,32611,FedEx,2023-11-11,2023-11-12,237.17
24700,32615,Delhivery,2024-05-24,2024-05-25,47.42
24701,32617,FedEx,2024-06-27,2024-06-29,193.42
24702,32619,FedEx,2024-11-14,2024-11-16,51.84
24703,32620,FedEx,2022-02-06,2022-02-13,173.13
24704,32621,EcomExpress,2022-04-20,2022-04-21,168.4
24705,32622,IndiaPost,2023-10-10,2023-10-16,159.31
24706,32624,Delhivery,2024-01-24,2024-01-29,214.32
24707,32625,BlueDart,2024-11-03,2024-11-06,229.05
24708,32627,BlueDart,2024-03-23,2024-03-29,182.35
24709,32630,EcomExpress,2023-11-14,2023-11-16,45.78
24710,32632,IndiaPost,2022-11-09,2022-11-12,53.93
24711,32636,EcomExpress,2022-06-11,2022-06-12,100.85
24712,32637,Delhivery,2023-10-10,2023-10-13,38.79
24713,32638,BlueDart,2024-12-31,2025-01-07,151.96
24714,32639,IndiaPost,2023-07-18,2023-07-22,162.48
24715,32640,Delhivery,2022-10-05,2022-10-10,98.99
24716,32641,IndiaPost,2023-01-10,2023-01-11,87.63
24717,32642,IndiaPost,2024-03-27,2024-03-30,107.98
24718,32643,FedEx,2024-04-11,2024-04-17,40.24
24719,32644,BlueDart,2024-08-23,2024-08-27,134.54
24720,32646,FedEx,2022-03-14,2022-03-18,237.69
24721,32647,EcomExpress,2024-03-30,2024-04-06,200.49
24722,32648,DTDC,2024-05-13,2024-05-16,53.2
24723,32649,IndiaPost,2023-06-14,2023-06-19,99.91
24724,32650,FedEx,2024-06-13,2024-06-14,50.24
24725,32651,EcomExpress,2023-11-13,2023-11-14,94.98
24726,32653,FedEx,2024-02-27,2024-03-05,220.17
24727,32654,FedEx,2022-08-09,2022-08-13,49.78
24728,32655,EcomExpress,2022-06-01,2022-06-03,101.78
24729,32656,EcomExpress,2022-03-11,2022-03-18,156.92
24730,32657,IndiaPost,2022-03-20,2022-03-21,191.78
24731,32658,Delhivery,2023-09-12,2023-09-15,129.82
24732,32659,BlueDart,2023-10-19,2023-10-24,119.93
24733,32660,Delhivery,2024-08-24,2024-08-30,168.64
24734,32661,DTDC,2024-10-31,2024-11-05,120.11
24735,32662,BlueDart,2023-06-29,2023-07-02,133.85
24736,32663,FedEx,2022-02-24,2022-03-03,227.58
24737,32664,Delhivery,2024-05-23,2024-05-25,183.31
24738,32665,Delhivery,2022-05-18,2022-05-24,143.46
24739,32667,BlueDart,2022-09-10,2022-09-13,112.08
24740,32668,IndiaPost,2023-03-20,2023-03-23,204.56
24741,32670,FedEx,2022-04-10,2022-04-12,137.97
24742,32671,FedEx,2024-01-30,2024-02-06,206.35
24743,32673,EcomExpress,2023-09-06,2023-09-08,23.43
24744,32675,EcomExpress,2023-03-17,2023-03-22,104.47
24745,32676,IndiaPost,2024-07-10,2024-07-11,235.95
24746,32677,BlueDart,2023-07-09,2023-07-16,85.04
24747,32678,IndiaPost,2023-01-04,2023-01-11,140.65
24748,32679,IndiaPost,2022-10-08,2022-10-09,20.96
24749,32680,Delhivery,2022-04-02,2022-04-08,62.65
24750,32681,Delhivery,2022-11-01,2022-11-05,187.83
24751,32682,FedEx,2023-10-24,2023-10-30,174.57
24752,32683,BlueDart,2023-10-27,2023-10-28,243.74
24753,32684,Delhivery,2023-07-11,2023-07-14,52.67
24754,32685,Delhivery,2022-04-10,2022-04-11,105.18
24755,32686,BlueDart,2024-12-22,2024-12-28,56.0
24756,32688,EcomExpress,2022-02-01,2022-02-08,175.24
24757,32689,BlueDart,2023-09-07,2023-09-12,26.59
24758,32690,FedEx,2023-05-20,2023-05-24,145.4
24759,32691,FedEx,2024-04-19,2024-04-20,206.88
24760,32694,Delhivery,2022-07-17,2022-07-21,23.47
24761,32695,IndiaPost,2024-09-16,2024-09-19,220.49
24762,32697,,2022-04-06,2022-04-09,81.54
24763,32698,IndiaPost,2023-03-04,2023-03-06,116.06
24764,32699,EcomExpress,2024-11-15,2024-11-18,196.12
24765,32700,Delhivery,2024-09-30,2024-10-03,238.97
24766,32701,Delhivery,2023-04-15,2023-04-18,32.3
24767,32704,EcomExpress,2023-01-21,2023-01-24,35.15
24768,32706,BlueDart,2022-07-23,2022-07-24,227.28
24769,32708,EcomExpress,2024-09-22,2024-09-26,100.75
24770,32709,Delhivery,2022-02-14,2022-02-18,104.52
24771,32710,DTDC,2023-01-17,2023-01-18,187.02
24772,32711,IndiaPost,2024-04-09,2024-04-14,181.96
24773,32712,Delhivery,2024-05-14,2024-05-17,91.19
24774,32713,BlueDart,2022-12-21,2022-12-25,185.63
24775,32714,IndiaPost,2022-06-05,2022-06-06,181.47
24776,32715,EcomExpress,2022-10-18,2022-10-21,48.32
24777,32716,BlueDart,2022-07-25,2022-07-29,127.02
24778,32717,EcomExpress,2023-11-25,2023-11-27,167.88
24779,32718,IndiaPost,2023-02-22,2023-02-25,71.53
24780,32720,FedEx,2024-10-22,2024-10-22,160.47
24781,32722,EcomExpress,2022-01-02,2022-01-03,80.68
24782,32723,FedEx,2024-06-27,2024-06-28,209.0
24783,32724,Delhivery,2023-07-04,2023-07-06,154.61
24784,32725,FedEx,2023-10-22,2023-10-27,50.29
24785,32726,BlueDart,2023-08-11,2023-08-17,41.06
24786,32728,FedEx,2023-10-08,2023-10-14,151.41
24787,32729,DTDC,2023-02-24,2023-02-28,123.64
24788,32730,BlueDart,2022-03-28,2022-04-03,31.89
24789,32731,DTDC,2023-12-09,2023-12-13,129.63
24790,32732,FedEx,2022-06-20,2022-06-22,67.86
24791,32733,DTDC,2023-08-10,2023-08-15,149.26
24792,32734,FedEx,2024-03-26,2024-03-28,70.49
24793,32735,DTDC,2024-03-26,2024-03-31,115.91
24794,32736,Delhivery,2023-11-28,2023-11-30,46.56
24795,32737,IndiaPost,2023-01-02,2023-01-06,23.47
24796,32740,EcomExpress,2023-05-18,2023-05-22,21.85
24797,32741,EcomExpress,2024-03-06,2024-03-12,195.68
24798,32742,BlueDart,2023-06-04,2023-06-11,243.98
24799,32743,Delhivery,2024-09-03,2024-09-06,163.75
24800,32744,BlueDart,2023-12-05,2023-12-08,229.65
24801,32745,DTDC,2023-06-23,2023-06-27,175.9
24802,32746,IndiaPost,2023-04-03,2023-04-06,120.34
24803,32748,BlueDart,2023-02-08,2023-02-09,21.91
24804,32749,BlueDart,2022-07-24,2022-07-27,243.47
24805,32750,Delhivery,2023-12-01,2023-12-05,187.15
24806,32751,Delhivery,2024-08-20,2024-08-26,177.56
24807,32752,BlueDart,2023-01-26,2023-01-27,80.86
24808,32753,IndiaPost,2023-08-30,2023-09-05,74.94
24809,32754,EcomExpress,2022-08-28,2022-09-04,50.29
24810,32755,DTDC,2023-02-02,2023-02-07,140.73
24811,32757,Delhivery,2023-07-29,2023-08-01,109.19
24812,32758,DTDC,2024-08-22,2024-08-23,155.22
24813,32760,DTDC,2023-11-25,2023-11-26,139.31
24814,32761,FedEx,2022-11-04,2022-11-10,91.33
24815,32763,BlueDart,2022-04-13,2022-04-16,37.52
24816,32764,BlueDart,2023-11-10,2023-11-11,90.68
24817,32765,EcomExpress,2024-03-23,2024-03-29,237.57
24818,32766,BlueDart,2022-03-09,2022-03-11,162.24
24819,32767,EcomExpress,2024-02-04,2024-02-10,243.52
24820,32768,IndiaPost,2024-08-13,2024-08-20,91.45
24821,32769,Delhivery,2022-07-24,2022-07-29,20.45
24822,32771,Delhivery,2024-01-31,2024-02-02,45.46
24823,32772,BlueDart,2023-11-21,2023-11-22,186.58
24824,32773,FedEx,2024-05-06,2024-05-08,146.09
24825,32775,BlueDart,2024-03-24,2024-03-29,176.73
24826,32776,EcomExpress,2023-06-27,2023-07-02,210.61
24827,32777,FedEx,2024-12-15,2024-12-18,48.84
24828,32778,DTDC,2024-05-16,2024-05-20,59.56
24829,32779,IndiaPost,2023-08-23,2023-08-27,51.28
24830,32780,FedEx,2024-09-03,2024-09-09,97.33
24831,32781,BlueDart,2022-11-18,2022-11-21,128.23
24832,32783,Delhivery,2023-04-13,2023-04-18,53.39
24833,32784,DTDC,2022-08-02,2022-08-06,157.23
24834,32786,DTDC,2023-09-22,2023-09-26,72.58
24835,32788,BlueDart,2024-06-26,2024-06-29,79.13
24836,32789,Delhivery,2022-08-05,2022-08-10,163.99
24837,32790,FedEx,2024-11-07,2024-11-11,88.45
24838,32793,EcomExpress,2024-11-13,2024-11-17,174.56
24839,32794,FedEx,2022-06-04,2022-06-09,35.09
24840,32795,FedEx,2024-03-19,2024-03-22,96.59
24841,32796,FedEx,2024-04-07,2024-04-11,132.58
24842,32797,DTDC,2024-05-13,2024-05-19,239.51
24843,32798,Delhivery,2022-07-28,2022-08-04,192.29
24844,32799,FedEx,2022-08-15,2022-08-16,149.17
24845,32802,FedEx,2022-05-04,2022-05-08,45.59
24846,32803,IndiaPost,2022-02-06,2022-02-11,181.17
24847,32805,FedEx,2024-10-13,2024-10-14,80.83
24848,32806,Delhivery,2023-08-01,2023-08-05,114.99
24849,32807,BlueDart,2024-09-06,2024-09-08,223.84
24850,32808,FedEx,2023-08-18,2023-08-23,29.93
24851,32809,BlueDart,2022-09-24,2022-09-29,128.76
24852,32810,Delhivery,2024-11-15,2024-11-18,141.99
24853,32811,DTDC,2024-05-31,2024-06-01,58.03
24854,32813,IndiaPost,2022-03-09,2022-03-10,166.23
24855,32814,Delhivery,2022-05-25,2022-05-25,213.6
24856,32815,DTDC,2023-05-24,2023-05-26,189.01
24857,32816,FedEx,2024-09-30,2024-10-02,243.02
24858,32818,IndiaPost,2024-08-26,2024-08-29,193.35
24859,32819,DTDC,2022-10-22,2022-10-26,61.79
24860,32820,FedEx,2022-10-08,2022-10-10,56.32
24861,32821,Delhivery,2022-08-05,2022-08-06,54.21
24862,32822,IndiaPost,2024-10-15,2024-10-19,87.67
24863,32824,Delhivery,2024-01-16,2024-01-17,114.52
24864,32825,FedEx,2023-06-14,2023-06-20,245.66
24865,32826,BlueDart,2023-02-09,2023-02-14,81.57
24866,32829,DTDC,2023-06-02,2023-06-05,231.75
24867,32830,IndiaPost,2022-02-01,2022-02-08,197.53
24868,32831,EcomExpress,2024-05-05,2024-05-07,33.99
24869,32832,FedEx,2022-03-30,2022-04-05,159.63
24870,32833,BlueDart,2024-07-09,2024-07-15,131.94
24871,32835,BlueDart,2023-09-19,2023-09-22,213.43
24872,32836,IndiaPost,2022-08-17,2022-08-18,200.09
24873,32837,IndiaPost,2022-10-21,2022-10-27,139.91
24874,32838,BlueDart,2022-10-22,2022-10-25,85.98
24875,32839,DTDC,2022-04-20,2022-04-26,62.6
24876,32840,EcomExpress,2024-04-27,2024-04-28,94.37
24877,32841,IndiaPost,2022-04-23,2022-04-29,22.86
24878,32842,BlueDart,2022-04-25,2022-04-28,68.49
24879,32843,EcomExpress,2022-07-03,2022-07-09,178.37
24880,32844,BlueDart,2024-06-17,2024-06-24,127.24
24881,32846,IndiaPost,2022-06-04,2022-06-09,36.81
24882,32847,FedEx,2023-08-30,2023-09-06,120.03
24883,32848,IndiaPost,2023-08-31,2023-09-07,176.47
24884,32849,Delhivery,2023-06-29,2023-06-30,113.58
24885,32850,FedEx,2024-05-04,2024-05-06,185.58
24886,32851,IndiaPost,2024-01-26,2024-01-29,38.4
24887,32852,IndiaPost,2024-07-16,2024-07-20,98.85
24888,32853,BlueDart,2022-09-29,2022-10-04,50.86
24889,32854,EcomExpress,2024-01-22,2024-01-26,26.06
24890,32855,IndiaPost,2023-04-26,2023-04-27,148.32
24891,32856,BlueDart,2023-01-04,2023-01-07,142.88
24892,32858,BlueDart,2023-11-08,2023-11-09,67.86
24893,32859,BlueDart,2023-11-21,2023-11-23,137.21
24894,32860,BlueDart,2024-04-28,2024-05-04,192.26
24895,32861,EcomExpress,2023-03-02,2023-03-06,208.15
24896,32862,EcomExpress,2022-10-06,2022-10-10,111.4
24897,32863,DTDC,2022-04-01,2022-04-08,95.61
24898,32864,BlueDart,2024-01-09,2024-01-16,37.27
24899,32865,Delhivery,2024-11-25,2024-12-02,164.51
24900,32866,BlueDart,2024-05-29,2024-05-31,36.98
24901,32867,IndiaPost,2023-09-14,2023-09-20,113.87
24902,32868,BlueDart,2024-11-05,2024-11-09,106.47
24903,32870,IndiaPost,2024-03-24,2024-03-29,174.92
24904,32871,EcomExpress,2023-10-24,2023-10-29,107.1
24905,32872,BlueDart,2023-10-11,2023-10-12,211.93
24906,32873,Delhivery,2022-04-10,2022-04-16,40.98
24907,32874,FedEx,2022-02-03,2022-02-08,81.26
24908,32875,IndiaPost,2023-03-21,2023-03-24,22.21
24909,32876,IndiaPost,2022-04-26,2022-04-27,135.68
24910,32878,FedEx,2024-07-28,2024-07-29,223.43
24911,32879,FedEx,2023-04-28,2023-05-04,236.73
24912,32880,BlueDart,2022-05-16,2022-05-20,162.38
24913,32881,IndiaPost,2023-07-09,2023-07-14,39.95
24914,32882,EcomExpress,2022-11-07,2022-11-08,99.73
24915,32883,FedEx,2023-05-02,2023-05-04,162.33
24916,32885,IndiaPost,2023-09-28,2023-09-29,65.53
24917,32886,DTDC,2024-05-19,2024-05-22,249.15
24918,32887,DTDC,2023-03-28,2023-04-04,197.11
24919,32888,BlueDart,2023-01-27,2023-02-03,206.14
24920,32890,Delhivery,2023-12-15,2023-12-20,146.28
24921,32892,Delhivery,2023-08-02,2023-08-05,116.76
24922,32893,DTDC,2023-01-11,2023-01-15,230.78
24923,32894,,2023-03-10,2023-03-12,70.06
24924,32897,EcomExpress,2023-04-08,2023-04-13,182.9
24925,32898,IndiaPost,2023-12-20,2023-12-21,219.69
24926,32899,Delhivery,2023-10-26,2023-10-29,242.92
24927,32900,BlueDart,2024-10-09,2024-10-12,127.57
24928,32901,FedEx,2022-01-26,2022-01-30,199.52
24929,32902,BlueDart,2024-09-02,2024-09-04,235.05
24930,32904,Delhivery,2024-03-04,2024-03-05,34.16
24931,32905,FedEx,2022-08-17,2022-08-20,156.85
24932,32906,IndiaPost,2023-01-12,2023-01-17,52.01
24933,32907,BlueDart,2022-03-28,2022-04-03,235.42
24934,32910,FedEx,2023-04-25,2023-04-28,176.89
24935,32911,EcomExpress,2022-11-27,2022-11-29,201.59
24936,32912,BlueDart,2024-03-01,2024-03-05,139.32
24937,32913,Delhivery,2022-03-16,2022-03-21,62.07
24938,32914,FedEx,2022-09-24,2022-09-27,41.79
24939,32915,FedEx,2022-11-16,2022-11-18,98.92
24940,32917,IndiaPost,2022-11-28,2022-12-01,94.32
24941,32918,EcomExpress,2023-07-10,2023-07-14,72.61
24942,32919,Delhivery,2022-10-13,2022-10-19,187.96
24943,32921,IndiaPost,2024-03-09,2024-03-16,228.99
24944,32923,DTDC,2023-01-04,2023-01-06,164.72
24945,32924,BlueDart,2023-07-28,2023-07-30,235.94
24946,32925,IndiaPost,2023-08-22,2023-08-24,248.81
24947,32926,BlueDart,2022-08-31,2022-09-05,57.82
24948,32927,Delhivery,2023-09-25,2023-09-26,216.18
24949,32928,BlueDart,2024-04-27,2024-05-02,74.56
24950,32929,EcomExpress,2024-02-25,2024-03-02,122.38
24951,32930,Delhivery,2022-06-23,2022-06-25,41.19
24952,32931,Delhivery,2022-12-22,2022-12-23,188.59
24953,32932,Delhivery,2024-06-24,2024-06-28,95.44
24954,32933,IndiaPost,2024-07-20,2024-07-26,149.87
24955,32934,IndiaPost,2022-07-24,2022-07-30,248.91
24956,32935,Delhivery,2022-01-10,2022-01-11,237.51
24957,32936,FedEx,2022-08-21,2022-08-22,104.29
24958,32937,Delhivery,2023-04-11,2023-04-14,106.42
24959,32938,IndiaPost,2024-09-10,2024-09-17,132.38
24960,32939,EcomExpress,2024-01-22,2024-01-24,109.03
24961,32940,IndiaPost,2022-04-28,2022-05-05,63.9
24962,32941,Delhivery,2023-03-05,2023-03-08,110.13
24963,32942,FedEx,2022-12-03,2022-12-05,229.61
24964,32945,Delhivery,2024-05-09,2024-05-13,201.81
24965,32946,FedEx,2024-02-11,2024-02-13,193.93
24966,32947,Delhivery,2023-02-24,2023-03-02,125.66
24967,32948,IndiaPost,2024-08-04,2024-08-07,99.55
24968,32950,EcomExpress,2024-11-15,2024-11-21,130.67
24969,32951,IndiaPost,2023-10-05,2023-10-07,163.99
24970,32953,BlueDart,2024-05-11,2024-05-18,144.61
24971,32954,BlueDart,2022-05-27,2022-06-01,192.31
24972,32955,BlueDart,2022-11-14,2022-11-16,204.16
24973,32956,DTDC,2022-03-11,2022-03-17,225.8
24974,32957,FedEx,2022-11-20,2022-11-21,249.62
24975,32958,EcomExpress,2023-08-21,2023-08-22,23.6
24976,32959,Delhivery,2024-02-12,2024-02-13,242.07
24977,32960,Delhivery,2024-08-01,2024-08-07,97.84
24978,32961,Delhivery,2023-08-15,2023-08-21,245.13
24979,32962,IndiaPost,2023-08-16,2023-08-20,125.71
24980,32964,BlueDart,2022-05-18,2022-05-20,188.61
24981,32965,IndiaPost,2023-12-08,2023-12-11,70.86
24982,32966,DTDC,2024-01-10,2024-01-16,49.11
24983,32969,FedEx,2024-12-29,2024-12-31,219.01
24984,32970,Delhivery,2022-06-01,2022-06-07,218.21
24985,32971,Delhivery,2022-01-15,2022-01-19,202.6
24986,32973,FedEx,2023-12-19,2023-12-24,90.68
24987,32975,IndiaPost,2022-10-04,2022-10-11,184.43
24988,32980,EcomExpress,2022-02-06,2022-02-13,177.84
24989,32981,BlueDart,2024-07-08,2024-07-14,119.93
24990,32982,DTDC,2024-11-17,2024-11-18,109.21
24991,32983,Delhivery,2022-05-01,2022-05-03,247.88
24992,32984,EcomExpress,2023-12-12,2023-12-19,59.04
24993,32985,FedEx,2023-11-21,2023-11-25,109.83
24994,32986,FedEx,2023-09-27,2023-09-28,107.59
24995,32987,FedEx,2022-02-25,2022-02-27,236.67
24996,32990,DTDC,2022-04-30,2022-05-03,53.85
24997,32992,EcomExpress,2022-09-06,2022-09-13,122.91
24998,32993,FedEx,2022-10-04,2022-10-07,29.54
24999,32994,FedEx,2024-11-18,2024-11-20,61.83
25000,32995,Delhivery,2022-05-05,2022-05-09,155.6
25001,32996,BlueDart,2022-11-24,2022-11-28,124.96
25002,32997,IndiaPost,2022-12-23,2022-12-25,100.56
25003,32998,DTDC,2023-10-15,2023-10-21,149.55
25004,32999,IndiaPost,2023-03-25,2023-03-26,245.08
25005,33000,FedEx,2024-08-16,2024-08-18,187.34
25006,33001,DTDC,2024-10-17,2024-10-23,228.23
25007,33004,IndiaPost,2022-12-17,2022-12-22,173.79
25008,33005,IndiaPost,2022-02-26,2022-02-28,196.32
25009,33006,DTDC,2024-04-12,2024-04-14,101.47
25010,33007,,2022-05-18,2022-05-23,243.29
25011,33009,IndiaPost,2023-10-20,2023-10-25,138.66
25012,33010,EcomExpress,2024-04-23,2024-04-24,51.95
25013,33011,Delhivery,2024-11-05,2024-11-07,102.2
25014,33012,BlueDart,2024-08-20,2024-08-24,233.56
25015,33013,Delhivery,2024-04-11,2024-04-12,203.55
25016,33015,BlueDart,2022-02-22,2022-02-25,58.9
25017,33016,BlueDart,2024-05-11,2024-05-18,111.38
25018,33020,FedEx,2022-10-18,2022-10-19,199.61
25019,33021,BlueDart,2023-01-17,2023-01-19,43.68
25020,33022,FedEx,2024-09-17,2024-09-23,88.64
25021,33023,DTDC,2024-07-23,2024-07-28,25.96
25022,33025,BlueDart,2024-03-17,2024-03-21,191.08
25023,33027,DTDC,2022-09-25,2022-10-02,211.82
25024,33029,FedEx,2023-02-10,2023-02-11,102.33
25025,33030,FedEx,2024-06-01,2024-06-04,142.55
25026,33031,IndiaPost,2023-06-29,2023-07-04,40.17
25027,33032,BlueDart,2022-10-08,2022-10-08,23.41
25028,33034,FedEx,2023-10-27,2023-10-31,104.96
25029,33035,FedEx,2022-06-22,2022-06-25,91.17
25030,33038,BlueDart,2023-06-20,2023-06-27,69.19
25031,33039,DTDC,2022-08-29,2022-09-04,188.47
25032,33040,EcomExpress,2023-07-30,2023-08-06,88.1
25033,33041,Delhivery,2023-02-24,2023-02-28,36.86
25034,33042,FedEx,2023-01-10,2023-01-15,163.07
25035,33043,IndiaPost,2022-10-02,2022-10-03,105.81
25036,33045,BlueDart,2023-10-12,2023-10-13,103.34
25037,33046,IndiaPost,2024-07-26,2024-07-27,93.35
25038,33048,FedEx,2023-10-01,2023-10-03,146.18
25039,33049,IndiaPost,2024-12-23,2024-12-24,240.17
25040,33051,EcomExpress,2023-02-23,2023-03-01,150.23
25041,33052,EcomExpress,2022-03-29,2022-04-01,245.52
25042,33053,EcomExpress,2023-07-02,2023-07-05,146.8
25043,33055,BlueDart,2022-03-19,2022-03-21,20.94
25044,33056,Delhivery,2024-03-21,2024-03-26,172.98
25045,33057,FedEx,2022-10-26,2022-10-31,233.88
25046,33058,BlueDart,2024-08-06,2024-08-10,196.81
25047,33059,EcomExpress,2023-10-15,2023-10-19,30.34
25048,33060,BlueDart,2022-05-23,2022-05-29,226.67
25049,33062,BlueDart,2023-11-23,2023-11-29,70.68
25050,33063,BlueDart,2024-07-16,2024-07-23,211.18
25051,33064,EcomExpress,2022-03-01,2022-03-01,71.18
25052,33065,DTDC,2024-05-30,2024-06-02,27.24
25053,33066,FedEx,2024-11-04,2024-11-07,94.23
25054,33069,DTDC,2023-02-18,2023-02-24,56.44
25055,33070,BlueDart,2024-11-15,2024-11-17,122.67
25056,33072,IndiaPost,2023-08-11,2023-08-12,73.76
25057,33073,EcomExpress,2023-07-24,2023-07-29,44.52
25058,33074,IndiaPost,2022-03-30,2022-04-04,96.07
25059,33075,Delhivery,2022-04-17,2022-04-22,120.89
25060,33076,IndiaPost,2024-08-07,2024-08-09,222.78
25061,33077,Delhivery,2024-09-15,2024-09-21,76.08
25062,33079,IndiaPost,2024-07-08,2024-07-11,111.49
25063,33080,DTDC,2022-03-06,2022-03-12,127.93
25064,33081,Delhivery,2023-06-08,2023-06-15,235.98
25065,33082,EcomExpress,2024-12-18,2024-12-22,129.11
25066,33083,BlueDart,2023-10-21,2023-10-24,173.0
25067,33085,BlueDart,2024-01-13,2024-01-19,120.98
25068,33086,EcomExpress,2023-12-18,2023-12-24,184.76
25069,33087,BlueDart,2023-05-03,2023-05-09,59.92
25070,33088,IndiaPost,2023-01-22,2023-01-28,192.25
25071,33089,DTDC,2024-02-26,2024-02-27,185.13
25072,33090,FedEx,2023-05-16,2023-05-21,111.11
25073,33091,Delhivery,2022-09-19,2022-09-25,241.61
25074,33092,Delhivery,2024-03-14,2024-03-20,172.85
25075,33094,BlueDart,2023-10-30,2023-11-01,67.59
25076,33095,Delhivery,2022-07-28,2022-07-31,185.02
25077,33096,Delhivery,2023-03-21,2023-03-24,136.73
25078,33104,EcomExpress,2023-02-25,2023-02-27,220.21
25079,33105,DTDC,2023-03-04,2023-03-10,26.51
25080,33108,IndiaPost,2023-08-30,2023-09-05,64.39
25081,33109,FedEx,2023-01-09,2023-01-14,240.82
25082,33110,DTDC,2023-10-27,2023-11-01,59.76
25083,33111,DTDC,2022-12-05,2022-12-07,117.88
25084,33112,BlueDart,2024-07-25,2024-07-31,160.87
25085,33113,DTDC,2023-03-19,2023-03-25,221.65
25086,33114,Delhivery,2022-04-17,2022-04-19,106.98
25087,33115,FedEx,2023-07-13,2023-07-15,124.13
25088,33117,BlueDart,2024-03-01,2024-03-02,176.74
25089,33119,EcomExpress,2022-12-29,2022-12-30,248.49
25090,33120,EcomExpress,2023-11-23,2023-11-26,175.61
25091,33122,BlueDart,2023-08-08,2023-08-10,20.49
25092,33123,BlueDart,2023-05-14,2023-05-18,89.72
25093,33124,BlueDart,2023-04-29,2023-05-06,41.61
25094,33125,BlueDart,2023-06-21,2023-06-25,135.36
25095,33126,EcomExpress,2024-04-14,2024-04-20,60.48
25096,33127,Delhivery,2023-02-11,2023-02-18,59.0
25097,33128,FedEx,2024-09-14,2024-09-21,133.62
25098,33129,EcomExpress,2023-10-12,2023-10-19,76.49
25099,33130,,2023-11-02,2023-11-04,21.72
25100,33131,DTDC,2024-08-09,2024-08-14,49.87
25101,33132,DTDC,2022-08-24,2022-08-28,123.77
25102,33133,FedEx,2022-06-28,2022-07-01,195.72
25103,33135,EcomExpress,2024-01-01,2024-01-05,193.31
25104,33136,EcomExpress,2024-01-17,2024-01-22,67.49
25105,33137,EcomExpress,2024-09-27,2024-10-03,242.5
25106,33138,IndiaPost,2024-09-11,2024-09-18,46.41
25107,33140,EcomExpress,2024-02-27,2024-03-01,136.9
25108,33141,BlueDart,2022-07-15,2022-07-18,140.96
25109,33142,EcomExpress,2024-03-26,2024-03-31,73.36
25110,33144,EcomExpress,2023-01-05,2023-01-10,153.98
25111,33145,EcomExpress,2022-06-18,2022-06-19,29.78
25112,33146,IndiaPost,2024-03-18,2024-03-21,157.71
25113,33147,FedEx,2022-07-10,2022-07-17,57.87
25114,33148,IndiaPost,2022-03-27,2022-03-30,235.19
25115,33149,Delhivery,2022-05-29,2022-05-30,147.97
25116,33150,DTDC,2022-10-03,2022-10-05,181.45
25117,33152,FedEx,2022-02-19,2022-02-25,136.36
25118,33153,EcomExpress,2024-06-03,2024-06-06,236.14
25119,33154,EcomExpress,2023-06-20,2023-06-25,247.98
25120,33155,EcomExpress,2024-06-21,2024-06-25,217.99
25121,33156,DTDC,2022-03-25,2022-03-28,105.33
25122,33157,Delhivery,2023-01-13,2023-01-15,220.51
25123,33160,EcomExpress,2023-04-10,2023-04-11,80.85
25124,33161,DTDC,2024-06-18,2024-06-24,149.73
25125,33162,EcomExpress,2024-02-12,2024-02-15,103.67
25126,33165,DTDC,2024-02-05,2024-02-08,130.56
25127,33166,DTDC,2022-02-02,2022-02-08,111.02
25128,33167,DTDC,2024-08-01,2024-08-06,235.74
25129,33168,Delhivery,2024-04-28,2024-05-03,202.78
25130,33169,EcomExpress,2024-03-15,2024-03-17,117.79
