review_id,customer_id,product_id,order_id,rating,review_text,review_date
15399,1249,804,6263,5,Highly recommend this product.,2022-12-23
15400,1483,619,68813,2,Disappointed with the purchase.,2022-07-27
15401,8529,1694,18382,5,Highly recommend this product.,2022-03-24
15402,1892,1369,51047,3,,2022-08-14
15403,3824,1301,50817,1,Would not recommend.,2022-02-08
15404,5106,1778,50567,1,Would not recommend.,2023-02-24
15405,1708,2200,103711,1,Product arrived damaged.,2022-03-18
15406,260,1032,103169,3,It's decent.,2024-03-13
15407,9180,1760,7603,4,"Excellent quality, will buy again.",2024-01-11
15408,1458,122,63286,3,Okay for the price.,2022-02-14
15409,3263,523,18304,1,Product arrived damaged.,2025-01-01
15410,8779,391,23565,4,Very satisfied with this purchase.,2022-10-08
15411,2759,1710,16063,4,Fast delivery and great packaging.,2023-04-20
15412,5451,897,32211,5,,2024-08-12
15413,958,1078,30784,2,Product arrived damaged.,2022-01-26
15414,2738,711,67674,2,Stopped working after a week.,2023-12-31
15415,3688,291,4614,4,Good value for money.,2022-05-03
15416,9642,846,94836,2,Would not recommend.,2023-11-11
15417,10332,254,65283,5,Good value for money.,2022-09-21
15418,7977,1629,97880,5,Good value for money.,2022-09-23
15419,898,2079,28783,2,Product arrived damaged.,2023-11-01
15420,4258,2021,826,5,Fast delivery and great packaging.,2024-09-24
15421,4608,95945,13268,2,,2024-08-17
15422,3912,1455,84307,3,"Average product, nothing special.",2022-11-29
15423,9534,1348,78880,1,Does not match the description.,2022-07-05
15424,7363,1625,27770,3,It's decent.,2024-06-07
15425,5439,1395,33512,4,Fast delivery and great packaging.,2024-08-07
15426,9638,1932,51887,4,"Excellent quality, will buy again.",2023-01-12
15427,3204,1496,22245,4,Highly recommend this product.,2022-05-23
15428,2657,315,69877,1,Would not recommend.,2022-01-16
15429,4098,152,39137,3,Okay for the price.,2022-10-31
15430,4524,2025,96521,4,Highly recommend this product.,2024-01-17
15431,4400,1886,12120,5,Very satisfied with this purchase.,2022-07-05
15432,7068,1969,59037,2,Stopped working after a week.,2022-07-24
15433,2657,78,67213,5,"Excellent quality, will buy again.",2024-04-05
15434,9391,1370,64330,2,Would not recommend.,2022-11-27
15435,216,1722,4050,1,Disappointed with the purchase.,2023-01-17
15436,2221,1977,82189,4,Very satisfied with this purchase.,2022-11-30
15437,8684,1354,98832,3,It's decent.,2024-10-11
15438,7526,1325,104995,2,"Not as expected, quality is poor.",2023-01-03
15439,8348,242,24992,1,Stopped working after a week.,2023-06-13
15440,6432,875,16061,5,Very satisfied with this purchase.,2023-04-16
15441,142,1306,12737,1,Would not recommend.,2022-09-12
15442,8002,2221,15931,2,Stopped working after a week.,2024-06-23
15443,9342,2054,102107,4,Fast delivery and great packaging.,2022-06-02
15444,8857,712,74931,4,"Great product, exactly as described!   ",2024-03-15
15445,9440,1008,23554,1,Does not match the description.,2023-09-03
15446,3526,24,88602,4,Very satisfied with this purchase.,2024-08-05
15447,7735,1396,67435,5,Fast delivery and great packaging.,2023-01-29
15448,4343,441,44823,5,Very satisfied with this purchase.,2024-12-17
15449,8520,278,98106,4,Good value for money.,2022-10-21
15450,2284,499,34749,4,"Great product, exactly as described!",2024-06-14
15451,1544,1778,87940,2,Product arrived damaged.,2022-10-31
15452,484,1742,758,3,"Average product, nothing special.",2023-10-21
15453,6274,1667,53531,5,Highly recommend this product.,2024-11-24
15454,5671,2136,21570,2,Disappointed with the purchase.,2022-06-22
15455,308,1211,9742,2,Product arrived damaged.,2024-10-31
15456,8800,1970,35786,2,"Not as expected, quality is poor.",2023-12-13
15457,8853,1494,28673,5,Fast delivery and great packaging.,2024-09-10
15458,1161,886,83057,5,"Great product, exactly as described!",2022-06-01
15459,3067,888,84475,3,   ,2023-02-22
15460,8451,95040,15097,2,Product arrived damaged.,2023-06-19
15461,5179,530,23065,1,Would not recommend.,2023-11-05
15462,770,1870,32704,3,"Average product, nothing special.",2023-02-07
15463,2159,1025,84424,2,Does not match the description.,2024-02-24
15464,8858,1725,29901,1,Would not recommend.,2024-03-27
15465,6413,1021,43931,1,Stopped working after a week.,2023-04-01
15466,3753,1595,8025,5,"Great product, exactly as described!",2023-11-18
15467,169,301,104033,2,Would not recommend.,2022-01-12
15468,3843,964,13736,1,Would not recommend.,2022-04-13
15469,1832,704,49345,3,Okay for the price.,2024-03-06
15470,8083,2147,88837,2,Stopped working after a week.,2023-06-29
15471,8394,675,101064,4,"Excellent quality, will buy again.",2024-10-30
15472,5752,1601,86866,3,,2022-10-18
15473,3964,454,19083,2,Disappointed with the purchase.,2023-10-02
15474,6968,2215,70304,1,,2022-02-03
15475,9917,935,11395,1,Product arrived damaged.,2024-12-19
15476,8315,586,53367,1,Would not recommend.,2024-01-01
15477,6822,1097,67940,4,"Great product, exactly as described!",2024-01-30
15478,9241,898,96346,2,Disappointed with the purchase.,2022-09-28
15479,1122,529,69138,2,"Not as expected, quality is poor.",2023-05-31
15480,4964,229,30061,4,Good value for money.,2024-01-11
15481,7208,1464,5545,4,"Excellent quality, will buy again.",2023-08-24
15482,7649,262,17180,1,,2023-03-11
15483,5660,2212,103933,1,Stopped working after a week.,2023-09-17
15484,4674,1441,87756,4,Good value for money.,2023-12-07
15485,10559,1955,93616,2,Product arrived damaged.,2022-10-18
15486,2951,1386,9124,2,"Not as expected, quality is poor.",2022-12-11
15487,8946,2088,71998,5,"Great product, exactly as described!",2023-06-14
15488,9550,1125,38992,3,,2024-11-24
15489,9028,1053,35353,4,"Great product, exactly as described!",2023-09-16
15490,4430,1941,45448,1,Does not match the description.,2022-11-04
15491,4267,854,38038,2,Does not match the description.,2024-08-26
15492,6,810,28583,1,Does not match the description.,2023-07-12
15493,4501,1695,103684,1,"Not as expected, quality is poor.",2022-10-15
15494,10571,3,48185,4,Very satisfied with this purchase.,2023-10-16
15495,4858,2028,66795,3,"Average product, nothing special.",2023-05-31
15496,9702,1700,68766,4,"Excellent quality, will buy again.",2024-09-07
15497,2043,366,98504,5,"Great product, exactly as described!",2022-05-12
15498,8087,1772,77832,1,Would not recommend.,2022-05-27
15499,8489,956,53022,4,Fast delivery and great packaging.,2023-05-10
15500,9127,7,94507,5,Highly recommend this product.,2023-02-22
15501,2394,1446,57612,5,"Excellent quality, will buy again.",2024-09-05
15502,7993,476,86057,3,,2023-01-26
15503,4,811,3826,4,Fast delivery and great packaging.,2023-09-05
15504,489,703,29240,4,Highly recommend this product.,2024-05-30
15505,2975,2201,79008,2,"Not as expected, quality is poor.",2022-02-02
15506,7062,1954,33583,4,"Great product, exactly as described!",2024-03-26
15507,3591,1909,68255,1,Disappointed with the purchase.,2022-08-30
15508,8882,2165,31912,1,Disappointed with the purchase.,2023-11-02
15509,2760,677,95543,5,Good value for money.,2022-02-01
15510,4166,2159,33398,5,Very satisfied with this purchase.,2022-03-17
15511,9302,858,50553,5,Fast delivery and great packaging.,2024-11-27
15512,8883,1807,26436,5,Highly recommend this product.,2022-11-25
15513,8881,2025,73558,3,"Average product, nothing special.",2022-03-11
15514,6436,199,88540,1,Stopped working after a week.,2022-07-29
15515,2218,850,64697,1,Would not recommend.,2023-09-28
15516,8049,1881,57252,2,Product arrived damaged.,2024-12-16
15517,8981,148,10488,2,Disappointed with the purchase.,2023-10-03
15518,10459,707,62677,4,"Excellent quality, will buy again.",2023-02-17
15519,9592,682,36487,2,Product arrived damaged.,2024-10-13
15520,5835,2183,58926,4,Highly recommend this product.,2023-07-21
15521,2388,552,53010,1,Does not match the description.,2024-06-24
15522,4399,991,97085,3,"Average product, nothing special.",2023-06-26
15523,6248,994,44404,2,Does not match the description.,2025-01-04
15524,8717,434,97320,3,Okay for the price.,2024-12-08
15525,3498,615,67130,3,Okay for the price.,2022-08-29
15526,8373,1734,89372,1,Would not recommend.,2025-06-14
15527,987,1785,54519,5,"Great product, exactly as described!",2022-10-17
15528,9890,565,101668,5,Very satisfied with this purchase.,2023-03-23
15529,6089,1688,45614,1,Product arrived damaged.,2024-07-22
15530,3226,1414,4918,3,,2023-11-29
15531,1518,2009,43372,2,Product arrived damaged.,2023-08-02
15532,2344,2128,10510,5,Highly recommend this product.,2022-07-24
15533,568,1614,14974,3,Okay for the price.,2022-05-28
15534,10586,1357,547,3,It's decent.,2024-10-03
15535,2707,1987,44542,3,,2022-12-04
15536,450,308,5797,3,Okay for the price.,2024-08-15
15537,10566,446,79811,4,Highly recommend this product.,2024-03-08
15538,4581,15,85855,2,Would not recommend.,2023-08-02
15539,2989,1025,34648,3,Okay for the price.,2024-08-16
15540,5843,20,38894,3,Okay for the price.,2024-03-17
15541,7697,621,37840,5,"Great product, exactly as described!",2023-06-28
15542,9247,1653,43709,4,"Great product, exactly as described!",2023-08-29
15543,5449,1026,87288,4,Highly recommend this product.,2022-12-17
15544,1180,714,98051,3,It's decent.,2022-02-20
15545,1185,1167,53437,3,Okay for the price.,2024-06-06
15546,5712,8,84580,1,Disappointed with the purchase.,2022-05-03
15547,9575,1834,6839,2,,2022-06-12
15548,7992,1248,74437,1,Product arrived damaged.,2023-05-29
15549,2424,713,40288,4,Fast delivery and great packaging.,2023-02-12
15550,363,467,50409,4,"Great product, exactly as described!",2023-10-19
15551,8413,1561,50943,3,,2022-06-17
15552,2288,1559,23368,3,"Average product, nothing special.",2023-10-01
15553,3147,1247,77055,5,Fast delivery and great packaging.,2024-04-17
15554,3770,1647,104460,2,Disappointed with the purchase.,2022-09-24
15555,2733,540,93023,1,Stopped working after a week.,2023-03-30
15556,4658,618,82981,1,Product arrived damaged.   ,2022-08-04
15557,7294,566,88494,1,Would not recommend.,2023-01-04
15558,2993,827,96688,2,Would not recommend.,2022-02-11
15559,9031,1293,67354,2,Does not match the description.,2024-10-15
15560,2318,1312,64389,2,Would not recommend.,2023-10-31
15561,7880,437,98452,1,Stopped working after a week.,2023-11-16
15562,2146,102,86121,2,Stopped working after a week.,2024-03-18
15563,771,957,61219,2,,2023-05-01
15564,5039,1990,37363,1,Does not match the description.,2024-12-17
15565,3942,1479,100225,3,Okay for the price.,2022-03-07
15566,2277,460,9250,1,"Not as expected, quality is poor.",2023-02-02
15567,9613,2159,20605,5,Very satisfied with this purchase.,2023-02-24
15568,9494,880,29255,5,Good value for money.,2024-01-23
15569,7176,1566,64988,5,"Great product, exactly as described!",2022-07-16
15570,989,168,92685,4,"Excellent quality, will buy again.",2024-12-18
15571,3048,160,25921,2,Would not recommend.,2023-11-16
15572,4609,1309,64514,5,Fast delivery and great packaging.,2022-10-18
15573,419,1160,26513,3,Okay for the price.,2024-02-21
15574,8589,227,41603,4,Highly recommend this product.,2023-06-23
15575,2154,1271,99390,5,"Excellent quality, will buy again.",2023-04-09
15576,2463,447,61745,2,Stopped working after a week.,2023-10-04
15577,3665,1316,11895,2,Would not recommend.,2023-07-04
15578,6631,2027,35961,5,Fast delivery and great packaging.,2024-11-08
15579,8969,251,72255,5,Fast delivery and great packaging.,2023-05-13
15580,9742,1478,42176,1,Would not recommend.,2022-01-07
15581,6614,1805,86407,3,"Average product, nothing special.",2023-04-15
15582,10095,1230,102056,4,Good value for money.,2023-12-30
15583,4720,524,16067,1,Stopped working after a week.,2024-11-23
15584,4190,729,89935,2,"Not as expected, quality is poor.",2023-05-22
15585,7454,678,27601,1,Would not recommend.,2023-05-30
15586,4914,768,72514,3,"Average product, nothing special.",2024-02-14
15587,4252,1153,89753,4,"Great product, exactly as described!",2024-11-23
15588,8916,1191,14546,2,"Not as expected, quality is poor.",2023-06-07
15589,7185,1804,91930,3,It's decent.,2023-01-03
15590,4043,1731,100109,1,"Not as expected, quality is poor.",2022-10-02
15591,2877,2131,71137,2,Does not match the description.,2022-10-02
15592,3910,418,40164,1,,2024-07-12
15593,5205,662,45359,1,Does not match the description.,2023-01-31
15594,9150,1833,5479,1,Would not recommend.,2022-10-01
15595,5867,889,79920,1,"Not as expected, quality is poor.",2024-08-20
15596,9421,464,10454,1,Does not match the description.,2023-09-06
15597,10466,1622,85440,5,Fast delivery and great packaging.,2023-02-03
15598,9431,785,34737,3,Okay for the price.,2022-09-19
15599,2744,1675,65975,2,Would not recommend.,2023-08-02
15600,1618,710,2987,2,Product arrived damaged.,2023-12-14
15601,4248,527,68149,1,Disappointed with the purchase.,2022-04-27
15602,8281,1050,58397,3,Okay for the price.,2024-10-05
15603,8793,355,52070,2,"Not as expected, quality is poor.",2022-04-26
15604,3988,518,24765,5,Good value for money.,2022-06-07
15605,8035,1474,73563,4,Very satisfied with this purchase.,2024-01-22
15606,10315,2085,2466,1,Disappointed with the purchase.,2024-04-29
15607,5177,1369,9980,2,Stopped working after a week.,2024-02-09
15608,10485,2015,42511,2,Disappointed with the purchase.,2022-06-08
15609,6200,524,77319,3,"Average product, nothing special.",2022-01-10
15610,2396,2044,79296,3,Okay for the price.,2024-10-21
15611,5737,613,81055,1,Would not recommend.,2022-02-14
15612,8214,1968,36701,2,"Not as expected, quality is poor.",2022-05-14
15613,2503,1871,97930,3,"Average product, nothing special.",2023-10-23
15614,6140,750,80853,3,It's decent.,2024-06-08
15615,3946,1328,25965,4,Fast delivery and great packaging.,2023-08-19
15616,5778,192,91844,3,Okay for the price.,2024-08-29
15617,8048,68,34898,1,Does not match the description.,2023-03-18
15618,4233,235,64448,5,Highly recommend this product.,2022-11-01
15619,7960,2133,94606,3,It's decent.,2023-01-13
15620,6233,2164,8240,5,Fast delivery and great packaging.,2023-09-30
15621,9973,70,31718,5,"Great product, exactly as described!",2023-09-23
15622,422,1368,47767,5,"Great product, exactly as described!",2022-07-09
15623,9942,1004,55639,4,Very satisfied with this purchase.,2023-09-24
15624,3842,871,9129,1,Would not recommend.,2023-08-12
15625,6953,237,19137,1,Product arrived damaged.,2024-09-27
15626,2762,1207,62634,2,Would not recommend.,2022-06-26
15627,5177,704,68802,5,"Great product, exactly as described!",2022-03-06
15628,9555,889,90831,4,Good value for money.,2023-01-23
15629,4259,1959,31117,2,Disappointed with the purchase.,2022-02-23
15630,3771,1537,57913,5,Good value for money.,2024-01-10
15631,9970,665,96375,1,Does not match the description.,2022-03-31
15632,6662,96549,22929,2,Does not match the description.,2024-05-31
15633,8789,851,56099,3,,2024-06-16
15634,2535,1592,94922,5,Very satisfied with this purchase.,2024-04-23
15635,6699,1705,7173,2,Stopped working after a week.,2023-05-16
15636,3572,1944,46144,3,Okay for the price.,2022-12-10
15637,1293,401,15366,4,"Great product, exactly as described!",2023-01-21
15638,4056,1569,96702,3,It's decent.,2023-02-19
15639,5622,638,24074,3,It's decent.,2023-06-16
15640,6881,1267,70172,5,Highly recommend this product.,2024-08-20
15641,2034,112,96633,3,,2024-11-03
15642,2147,144,94338,5,Highly recommend this product.,2023-03-25
15643,5898,2158,9979,5,Highly recommend this product.,2024-07-24
15644,3396,1407,20353,1,Disappointed with the purchase.,2024-04-28
15645,3790,1769,63399,1,Disappointed with the purchase.,2024-02-10
15646,8894,959,52873,5,Fast delivery and great packaging.,2022-07-14
15647,7443,153,64416,3,It's decent.,2024-11-19
15648,9952,2048,56011,5,Good value for money.,2024-04-30
15649,2024,103,84002,2,Would not recommend.,2022-05-26
15650,4272,1055,62401,1,Disappointed with the purchase.,2024-12-05
15651,10169,708,72208,1,Stopped working after a week.,2022-02-20
15652,10384,486,99407,4,"Great product, exactly as described!   ",2022-07-24
15653,9010,1734,9194,5,Very satisfied with this purchase.,2022-03-04
15654,8763,82,59234,1,Stopped working after a week.,2024-07-07
15655,752,1823,54845,2,Disappointed with the purchase.,2023-03-02
15656,3534,1863,23671,3,It's decent.,2022-05-25
15657,2950,590,6794,5,"Great product, exactly as described!",2023-01-05
15658,3898,1184,84931,2,Would not recommend.,2024-10-04
15659,10346,487,2042,5,Fast delivery and great packaging.,2024-10-24
15660,9271,1356,17452,4,"Great product, exactly as described!",2022-11-02
15661,3693,2190,72938,2,"Not as expected, quality is poor.",2023-08-26
15662,9834,2182,50031,3,Okay for the price.,2022-05-09
15663,9238,448,30672,5,Highly recommend this product.,2022-11-16
15664,4655,831,71229,1,"Not as expected, quality is poor.",2022-12-12
15665,246,1611,69363,4,Good value for money.,2023-09-23
15666,1148,998,30493,4,Highly recommend this product.,2023-09-18
15667,5907,458,50458,2,Would not recommend.,2023-09-16
15668,4825,2023,24449,4,Very satisfied with this purchase.,2024-06-26
15669,8641,1999,36831,1,Does not match the description.,2024-06-08
15670,1331,186,45670,2,"Not as expected, quality is poor.",2024-12-26
15671,10255,222,4674,1,Does not match the description.,2024-08-27
15672,4974,638,43833,5,"Excellent quality, will buy again.",2024-08-28
15673,8254,963,53372,3,,2024-06-15
15674,3720,2004,55483,4,"Great product, exactly as described!",2023-02-17
15675,3141,1103,61679,4,Highly recommend this product.,2024-05-13
15676,7916,661,18929,1,Disappointed with the purchase.,2022-04-16
15677,4828,248,26701,4,Very satisfied with this purchase.,2024-04-09
15678,3674,316,56710,4,Good value for money.,2023-02-02
15679,534,830,67802,1,Does not match the description.,2023-05-16
15680,2615,1065,74821,1,Stopped working after a week.,2022-06-21
15681,7274,1391,99808,5,"Great product, exactly as described!",2024-04-26
15682,7146,837,9409,5,Good value for money.,2023-12-28
15683,2337,582,94749,4,Good value for money.,2024-06-29
15684,10263,1900,71231,1,Disappointed with the purchase.,2024-08-18
15685,7151,2037,96932,4,Very satisfied with this purchase.,2023-11-10
15686,4391,474,62684,4,"Great product, exactly as described!",2023-10-21
15687,9331,1559,5568,2,Would not recommend.,2022-10-05
15688,4001,1735,49809,3,"Average product, nothing special.",2022-10-02
15689,8092,1140,52741,2,Stopped working after a week.,2022-05-20
15690,8070,1142,12984,3,Okay for the price.,2024-05-22
15691,9616,1351,18912,5,"Excellent quality, will buy again.",2023-09-08
15692,210,1610,72078,5,Highly recommend this product.,2022-04-08
15693,8308,948,2475,4,Good value for money.,2024-09-04
15694,4824,1890,80288,2,Does not match the description.,2023-07-17
15695,7674,1365,101826,2,Does not match the description.,2023-10-09
15696,7836,1934,74517,1,Product arrived damaged.,2024-08-24
15697,7733,1025,68024,4,Fast delivery and great packaging.,2022-07-07
15698,3394,288,76275,3,It's decent.,2024-03-17
15699,2221,1564,48946,5,Highly recommend this product.   ,2024-06-26
15700,6559,1160,45537,1,Stopped working after a week.,2022-05-07
15701,7010,51,53507,4,"Great product, exactly as described!",2022-12-26
15702,7386,1799,51694,4,Highly recommend this product.,2023-09-16
15703,10541,1218,45352,3,,2024-12-06
15704,1696,1765,47818,4,Highly recommend this product.,2023-01-06
15705,6548,1537,45145,2,Stopped working after a week.,2022-12-19
15706,9540,374,101216,5,Very satisfied with this purchase.,2022-10-27
15707,8696,1217,45025,5,"Great product, exactly as described!",2022-05-24
15708,10245,1952,71518,4,"Excellent quality, will buy again.",2022-01-09
15709,4662,1487,94781,5,Highly recommend this product.,2022-05-07
15710,8465,796,39082,4,Highly recommend this product.,2024-12-09
15711,84,1335,17163,1,Would not recommend.,2024-11-10
15712,9499,825,28957,4,Highly recommend this product.,2023-09-23
15713,2193,2066,17741,3,Okay for the price.,2022-02-08
15714,7106,318,95325,5,"Great product, exactly as described!",2022-04-08
15715,5502,2147,63546,1,Product arrived damaged.,2022-08-27
15716,3049,1721,30531,4,Fast delivery and great packaging.,2023-11-19
15717,1996,571,19830,1,Stopped working after a week.,2022-10-10
15718,783,940,68013,1,Does not match the description.   ,2024-04-09
15719,10366,1933,63734,4,Highly recommend this product.,2023-01-22
15720,2481,761,82245,1,Stopped working after a week.,2024-12-22
15721,2500,1797,85890,4,"Great product, exactly as described!",2024-10-22
15722,4422,1136,42845,1,Does not match the description.,2023-01-09
15723,7224,1764,48874,1,Stopped working after a week.,2023-11-04
15724,6753,856,82508,4,Good value for money.,2022-04-06
15725,5022,561,16500,3,"Average product, nothing special.",2023-08-25
15726,10247,1006,81607,3,"Average product, nothing special.",2022-03-07
15727,3035,603,102163,5,Good value for money.,2024-06-06
15728,6155,868,10300,5,"Excellent quality, will buy again.",2023-03-19
15729,1105,1250,12293,5,"Great product, exactly as described!",2022-03-25
15730,612,968,9500,1,Disappointed with the purchase.,2024-02-13
15731,8523,1790,36773,4,,2024-04-11
15732,897,339,46536,2,Stopped working after a week.,2022-02-10
15733,10017,200,14955,4,"Great product, exactly as described!",2022-01-28
15734,4471,949,55938,5,"Excellent quality, will buy again.",2024-08-20
15735,6691,1482,99601,4,"Excellent quality, will buy again.",2024-07-01
15736,5274,2140,17813,5,Fast delivery and great packaging.,2024-11-24
15737,6806,765,51320,3,"Average product, nothing special.",2023-10-16
15738,9330,292,93921,1,Would not recommend.,2024-07-02
15739,3402,1393,77246,4,"Excellent quality, will buy again.   ",2024-04-21
15740,1165,1181,10329,3,Okay for the price.,2022-06-30
15741,3256,198,39078,2,Disappointed with the purchase.,2024-06-16
15742,8422,1043,73532,3,Okay for the price.,2024-04-12
15743,7154,1541,64820,3,"Average product, nothing special.",2023-10-25
15744,9770,485,102781,2,Would not recommend.,2023-06-22
15745,6629,1684,100093,2,"Not as expected, quality is poor.",2024-11-21
15746,4518,1965,4545,2,Does not match the description.,2022-03-07
15747,1489,2026,23159,1,"Not as expected, quality is poor.",2022-07-28
15748,3972,389,73231,4,"Great product, exactly as described!",2024-01-13
15749,8992,1544,36588,4,Highly recommend this product.,2023-09-21
15750,2343,2046,43224,2,Does not match the description.,2024-06-11
15751,9148,2066,32278,3,"Average product, nothing special.",2023-12-27
15752,121,1213,54502,4,"Excellent quality, will buy again.",2022-05-26
15753,2459,2216,88941,2,Stopped working after a week.,2023-05-16
15754,7480,144,38240,1,Does not match the description.,2023-03-25
15755,2102,807,29011,3,It's decent.,2022-04-02
15756,1777,950,64911,4,"Great product, exactly as described!",2022-12-05
15757,621,339,64589,1,Stopped working after a week.,2024-05-13
15758,6896,517,16233,1,Would not recommend.,2022-03-11
15759,3808,1348,65807,1,"Not as expected, quality is poor.",2023-07-01
15760,1538,913,31070,3,It's decent.,2024-06-07
15761,9158,921,55533,3,Okay for the price.,2023-01-10
15762,3398,2081,48218,2,Would not recommend.,2024-05-31
15763,5259,1985,96143,4,Highly recommend this product.,2022-03-28
15764,8500,1130,85747,5,"Great product, exactly as described!",2022-07-02
15765,1798,1721,73603,3,It's decent.,2022-09-15
15766,9854,1136,87171,1,Stopped working after a week.,2024-02-16
15767,143,25,82649,3,It's decent.,2022-05-01
15768,1357,1829,10342,2,"Not as expected, quality is poor.",2023-07-05
15769,10481,1607,71689,3,,2022-02-19
15770,4692,1752,64546,1,Does not match the description.,2023-03-03
15771,9403,459,100802,1,Stopped working after a week.,2024-11-01
15772,2393,2104,79608,3,"Average product, nothing special.",2023-09-24
15773,3739,1203,68652,1,,2023-02-07
15774,4038,1129,49673,4,"Great product, exactly as described!",2024-07-30
15775,9837,1744,64696,1,Disappointed with the purchase.,2024-06-09
15776,1543,64,89383,3,It's decent.,2023-04-10
15777,9440,744,27594,3,,2023-08-30
15778,681,2068,72245,1,Would not recommend.,2023-01-14
15779,2336,1409,64679,2,Does not match the description.,2023-05-17
15780,1425,853,32615,3,"Average product, nothing special.",2024-06-03
15781,4579,1293,54025,1,Does not match the description.,2023-12-15
15782,6673,91,80829,3,,2022-05-18
15783,6003,1925,68996,1,Would not recommend.,2022-01-25
15784,6513,1839,32019,1,"Not as expected, quality is poor.",2024-02-01
15785,3772,202,16476,5,Highly recommend this product.,2023-11-02
15786,9864,1192,32709,2,Does not match the description.,2022-03-01
15787,1564,1891,102939,5,Highly recommend this product.,2022-02-14
15788,1233,883,46525,4,Highly recommend this product.,2024-09-05
15789,9565,1047,41395,2,"Not as expected, quality is poor.",2024-02-02
15790,6211,885,91600,1,Does not match the description.,2023-05-01
15791,9379,566,13579,1,Would not recommend.,2023-09-16
15792,705,743,12231,2,"Not as expected, quality is poor.",2023-07-22
15793,8381,1103,20952,1,Would not recommend.,2024-09-26
15794,3014,1419,37770,5,Highly recommend this product.,2024-04-07
15795,3922,734,43616,4,"Excellent quality, will buy again.",2022-12-30
15796,3477,1671,11708,2,"Not as expected, quality is poor.",2022-05-22
15797,5934,1744,20407,4,Very satisfied with this purchase.,2022-12-26
15798,2830,749,55972,1,Product arrived damaged.,2022-11-25
15799,427,1912,29123,5,Fast delivery and great packaging.,2022-06-16
15800,8772,2028,10429,3,,2022-12-24
15801,8879,2103,83221,4,"Great product, exactly as described!",2023-02-07
15802,6964,1491,84452,3,"Average product, nothing special.",2023-06-02
15803,9183,761,42496,3,"Average product, nothing special.",2022-07-23
15804,6898,1776,50482,1,Does not match the description.,2022-06-05
15805,8116,2175,49188,3,,2022-12-19
15806,4297,355,26371,1,Disappointed with the purchase.,2022-05-28
15807,8906,1399,87519,4,"Great product, exactly as described!",2023-09-19
15808,5996,1684,47523,1,Would not recommend.,2022-03-02
15809,8847,2091,8452,2,Disappointed with the purchase.,2024-03-02
15810,5933,1430,48236,4,"Great product, exactly as described!",2023-07-02
15811,4326,1370,89581,1,"Not as expected, quality is poor.",2022-11-04
15812,5804,450,60286,1,Disappointed with the purchase.,2022-11-18
15813,7371,784,48938,4,"Excellent quality, will buy again.",2023-03-07
15814,4988,232,47251,2,Disappointed with the purchase.,2022-11-05
15815,6969,86,85971,1,Would not recommend.,2024-04-06
15816,7995,72,34009,1,Does not match the description.,2022-12-17
15817,2039,1677,51729,2,Would not recommend.,2024-02-13
15818,5328,11,10906,3,,2023-02-05
15819,2677,588,27244,2,"Not as expected, quality is poor.",2023-05-14
15820,950,700,43249,3,"Average product, nothing special.",2022-05-07
15821,688,423,12053,5,Highly recommend this product.,2023-02-26
15822,9121,1537,46202,3,"Average product, nothing special.",2024-10-18
15823,8614,229,38487,4,"Excellent quality, will buy again.",2024-07-25
15824,625,1909,43696,4,Highly recommend this product.,2024-08-31
15825,6814,2142,35329,1,"Not as expected, quality is poor.",2022-10-21
15826,4523,468,2928,3,Okay for the price.,2022-11-03
15827,9139,104,96444,4,Very satisfied with this purchase.,2024-08-09
15828,3615,379,104383,1,"Not as expected, quality is poor.",2024-05-10
15829,10062,635,78165,4,Fast delivery and great packaging.,2025-01-15
15830,2212,1767,55215,2,"Not as expected, quality is poor.",2024-03-03
15831,4098,212,11681,2,Disappointed with the purchase.,2024-05-18
15832,5560,966,84916,3,Okay for the price.,2022-11-11
15833,2478,1528,3263,4,Highly recommend this product.,2023-04-23
15834,10513,1682,53441,4,Very satisfied with this purchase.,2022-12-31
15835,1003,286,8901,1,,2024-01-07
15836,7991,234,103077,2,"Not as expected, quality is poor.",2022-10-24
15837,290,795,13504,2,"Not as expected, quality is poor.",2022-05-13
15838,5251,1727,37939,2,Does not match the description.,2023-11-22
15839,8472,1477,16073,1,"Not as expected, quality is poor.",2024-12-08
15840,5330,1898,44675,3,"Average product, nothing special.",2022-08-07
15841,10647,443,88265,1,Disappointed with the purchase.,2024-08-16
15842,2630,974,97752,2,Does not match the description.,2024-05-13
15843,9515,1155,55180,1,"Not as expected, quality is poor.",2024-11-14
15844,1592,1183,3688,3,,2022-09-09
15845,4895,119,11295,5,Good value for money.,2023-07-25
15846,9161,44,44131,1,"Not as expected, quality is poor.",2023-09-13
15847,8707,1432,56319,2,Does not match the description.,2023-05-24
15848,3337,1910,34832,5,Fast delivery and great packaging.,2024-05-08
15849,4333,11,36395,4,Good value for money.,2022-02-13
15850,1278,637,75365,1,Would not recommend.,2023-05-01
15851,304,2140,79767,2,Product arrived damaged.,2023-10-08
15852,7565,1783,88356,3,,2022-12-14
15853,9794,439,18231,1,Stopped working after a week.,2023-08-14
15854,3525,2007,2137,5,"Excellent quality, will buy again.",2023-10-15
15855,1269,207,89840,3,"Average product, nothing special.",2022-11-11
15856,6857,580,66787,5,Highly recommend this product.,2024-11-05
15857,5166,1229,89457,3,"Average product, nothing special.",2023-04-01
15858,8725,1400,75637,4,Highly recommend this product.,2024-10-06
15859,2387,1551,61742,3,,2023-08-19
