product_id,product_name,category_id,brand,cost_price,selling_price,stock_quantity
412,HouseBrand Lite Set 412,3,HouseBrand,5214.28,7429.19,260
413,ProLine Classic Item 413,5,ProLine,3410.57,5829.29,90
414,HouseBrand Eco Product 414,9,HouseBrand,9050.93,10733.73,262
415,Premium Max Product 415,9,Premium,6656.94,10297.06,209
416,Generic Pro Guide 416,6,Generic,22214.72,38970.91,349
417,Premium Prime Product 417,3,Premium,2729.7,3343.78,229
418,Premium Lite Item 418,16,Premium,3093.13,5270.84,481
419,Premium Lite Item 419,19,Premium,20504.23,30591.07,71
420,ValueMart Max Pack 420,25,ValueMart,1152.17,1625.51,31
421,GENERIC SMART KIT 421,9,Generic,23718.71,36170.08,457
422,Premium Prime Pack 422,21,Premium,4300.01,7680.3,163
423,Nike Eco Boot 423,13,Nike,12367.12,22026.77,478
424,HouseBrand Pro Pack 424,10,HouseBrand,9968.25,15252.31,235
425,Dove Smart Set 425,4,Dove,8061.09,10282.61,490
426,Generic Smart Item 426,3,Generic,21660.31,33206.67,288
427,ValueMart Max Kit 427,9,ValueMart,10246.3,14657.2,400
428,ValueMart Max Kit 428,16,ValueMart,23172.9,40698.72,365
429,Generic Prime Set 429,10,Generic,8265.1,11928.03,484
430,HouseBrand Lite Item 430,15,HouseBrand,11572.36,18263.38,175
431,Premium Prime Pack 431,14,Premium,8051.85,11069.08,35
432,ProLine Mini Set 432,10,ProLine,2411.26,3033.22,250
433,ProLine Classic Pack 433,19,ProLine,9757.96,12582.4,390
434,ValueMart Prime Pack 434,15,ValueMart,18900.71,24898.37,263
435,ValueMart Max Item 435,21,ValueMart,23191.25,35675.25,52
436,ProLine Mini Product 436,17,ProLine,1361.77,2402.96,423
437,ValueMart Mini Product 437,10,ValueMart,23101.31,35260.35,489
438,LG Mini Camera 438,1,LG,1011.62,1610.77,456
439,ValueMart Plus Item 439,15,ValueMart,711.98,1162.84,75
440,ValueMart Classic Set 440,22,ValueMart,12435.62,18065.75,226
441,LG Smart Speaker 441,1,LG,19676.91,26858.3,440
442,Generic Max Item 442,22,Generic,9357.86,14198.69,29
443,Generic Max Kit 443,7,Generic,4056.68,6708.49,74
444,Puma Eco Sandal 444,13,Puma,13435.37,23881.64,38
445,Generic Eco Pack 445,25,Generic,21398.27,27217.44,465
446,ProLine Max Set 446,15,ProLine,21959.78,30598.79,58
447,ValueMart Mini Set 447,3,ValueMart,20283.52,29677.76,122
448,Generic Prime Set 448,15,Generic,24554.5,37929.03,455
449,OnePlus Max Smartphone 449,11,OnePlus,9281.11,13192.66,64
450,ProLine Ultra Pack 450,3,ProLine,19879.03,33685.33,34
451,HouseBrand Ultra Kit 451,8,HouseBrand,7629.73,13110.3,33
452,Sony Eco Headphone 452,1,Sony,13035.41,18919.45,216
453,Premium Classic Item 453,18,Premium,4126.62,6538.28,56
454,ProLine Mini Product 454,10,ProLine,15486.93,18213.59,290
455,Acer Prime Laptop 455,12,Acer,13080.16,16864.41,223
456,Maybelline Lite Item 456,4,Maybelline,4752.43,6528.37,92
457,Premium Plus Set 457,3,Premium,23685.63,33473.63,112
458,Premium Lite Item 458,21,Premium,24361.71,29294.42,291
459,HouseBrand Mini Pack 459,17,HouseBrand,21791.66,34044.07,179
460,Apple Pro Phone 460,11,Apple,10805.36,12678.3,102
461,Generic Ultra Pack 461,14,Generic,24838.9,44043.34,330
462,Puma Smart Dress 462,2,Puma,17659.64,23772.47,261
463,Premium Plus Product 463,23,Premium,1175.61,2067.1,380
464,Premium Prime Set 464,21,Premium,2981.73,3544.94,2
465,ProLine Pro Item 465,21,ProLine,3936.15,5895.11,34
466,HouseBrand Prime Product 466,23,HouseBrand,14207.83,20007.49,396
467,Dell Classic Laptop 467,12,Dell,1624.77,2891.59,144
468,ValueMart Smart Kit 468,8,ValueMart,4774.62,6378.56,98
469,ProLine Mini Kit 469,25,ProLine,2402.44,4117.17,63
470,Premium Eco Product 470,18,Premium,20758.98,37040.94,309
471,Generic Mini Set 471,22,Generic,23587.39,29071.64,461
472,Generic Prime Set 472,20,Generic,13664.61,20541.63,482
473,ValueMart Classic Pack 473,23,ValueMart,24296.51,39072.31,382
474,Nike Mini Sandal 474,13,Nike,11437.28,16025.02,139
475,ProLine Pro Item 475,10,ProLine,9818.1,11863.6,361
476,H&M Ultra Jeans 476,2,H&M,19507.75,28090.13,96
477,HouseBrand Classic Set 477,24,HouseBrand,15324.91,17974.04,157
478,Maybelline Pro Item 478,4,Maybelline,5185.2,9251.58,409
479,ValueMart Lite Biography 479,6,ValueMart,12918.1,22716.67,435
480,HouseBrand Eco Kit 480,25,HouseBrand,-5947.19,7029.14,177
481,Loreal Eco Pack 481,4,Loreal,1630.05,2081.3,74
482,Premium Mini Item 482,15,Premium,22815.6,34204.97,330
483,Generic Pro Kit 483,16,Generic,5086.59,8496.53,431
484,VALUEMART PLUS ITEM 484,16,ValueMart,21610.21,38179.8,63
485,ProLine Prime Kit 485,9,ProLine,2309.95,2995.67,203
486,Xiaomi Classic Smartphone 486,11,Xiaomi,23645.06,33006.17,162
487,Generic Pro Kit 487,20,Generic,13534.89,17173.42,308
488,Premium Prime Product 488,9,Premium,16347.14,25948.71,81
489,Xiaomi Max Smartphone 489,11,Xiaomi,5754.71,9318.25,451
490,ValueMart Ultra Item 490,5,ValueMart,23419.91,29793.34,411
491,ValueMart Mini Pack 491,3,ValueMart,12466.31,18546.22,15
492,Bata Mini Sneaker 492,13,Bata,10944.85,19663.84,49
493,Puma Ultra Running Shoe 493,13,Puma,11974.77,17053.84,486
494,Levis Max Jacket 494,2,Levis,14844.27,19270.52,359
495,ProLine Eco Item 495,16,ProLine,1318.29,2356.97,8
496,Acer Plus Notebook 496,12,Acer,22424.05,32719.26,358
497,Levis Ultra Jacket 497,2,Levis,20564.23,32312.97,373
498,Generic Classic Product 498,20,Generic,10732.84,16793.23,96
499,HouseBrand Prime Product 499,22,HouseBrand,15795.08,21733.84,217
500,HouseBrand Lite Item 500,17,HouseBrand,16812.76,29832.25,352
501,ValueMart Prime Kit 501,10,ValueMart,10655.79,17879.14,184
502,Bata Prime Boot 502,13,Bata,18427.5,26697.97,266
503,ProLine Plus Cookbook 503,6,ProLine,18642.84,23028.58,193
504,HouseBrand Max Kit 504,5,HouseBrand,15689.28,25663.35,112
505,ValueMart Classic Kit 505,23,ValueMart,6851.03,8371.76,49
506,Premium Pro Pack 506,24,Premium,3902.86,4989.74,197
507,Premium Max Pack 507,8,Premium,13258.31,22855.16,363
508,Premium Smart Kit 508,20,Premium,17718.53,22393.87,375
509,Generic Plus Item 509,9,Generic,11986.2,14932.73,194
510,Premium Max Item 510,7,Premium,7742.91,9544.91,353
511,ProLine Eco Pack 511,14,ProLine,17640.45,21088.37,211
512,Reebok Prime Boot 512,13,Reebok,19566.17,32014.04,54
513,ProLine Smart Item 513,21,ProLine,11233.6,18910.22,138
514,ProLine Plus Product 514,7,ProLine,9052.22,11447.72,115
515,Acer Eco Monitor 515,12,Acer,9831.9,12846.39,454
516,HOUSEBRAND SMART ITEM 516,19,HouseBrand,7880.48,10459.94,182
517,Nivea Max Set 517,4,Nivea,10998.6,14814.31,430
518,ProLine Pro Product 518,10,ProLine,5938.13,9774.47,29
519,HouseBrand Smart Kit 519,24,HouseBrand,12473.4,19557.65,11
520,ProLine Prime Pack 520,22,ProLine,24970.8,38674.42,220
521,HouseBrand Plus Set 521,23,HouseBrand,22719.78,37815.79,179
522,Lenovo Mini Monitor 522,12,Lenovo,2074.79,2407.32,290
523,Lenovo Plus Laptop 523,12,Lenovo,12383.15,17519.5,225
524,Generic Max Set 524,15,Generic,13826.46,23419.24,494
525,ProLine Classic Kit 525,3,ProLine,5668.18,9440.09,34
526,Premium Lite Pack 526,22,Premium,24870.86,42713.04,59
527,Premium Prime Item 527,23,Premium,7892.98,11137.63,374
528,HouseBrand Classic Set 528,7,HouseBrand,15177.17,26715.21,215
529,ValueMart Prime Product 529,9,ValueMart,13947.19,18725.42,107
530,Generic Eco Set 530,5,Generic,4919.88,5843.17,314
531,ValueMart Lite Set 531,24,ValueMart,10101.85,17094.13,1
532,ProLine Mini Item 532,18,ProLine,4838.43,6116.02,112
533,ProLine Pro Set 533,21,ProLine,6654.56,11603.13,384
534,Maybelline Lite Set 534,4,Maybelline,16958.83,28480.8,210
535,HouseBrand Smart Cookbook 535,6,HouseBrand,6941.37,12334.38,280
536,HouseBrand Lite Product 536,7,HouseBrand,10777.43,15423.96,349
537,HouseBrand Classic Item 537,7,HouseBrand,-19405.99,32052.91,289
538,Generic Eco Pack 538,10,Generic,20886.39,26912.09,338
539,Panasonic Plus TV 539,1,Panasonic,14300.63,25686.08,441
540,Panasonic Prime Speaker 540,1,Panasonic,5239.55,7792.75,364
541,ValueMart Lite Product 541,21,ValueMart,2271.6,3195.92,169
542,HouseBrand Lite Pack 542,19,HouseBrand,9320.0,11861.97,86
543,ValueMart Mini Item 543,5,ValueMart,10280.72,15026.52,370
544,Premium Smart Product 544,22,Premium,16074.2,25698.81,67
545,ProLine Smart Set 545,25,ProLine,10325.49,14581.45,121
546,HouseBrand Ultra Pack 546,24,HouseBrand,6184.6,10046.14,43
547,Premium Ultra Kit 547,19,Premium,-2489.81,3621.06,65
548,Premium Smart Biography 548,6,Premium,4675.11,6785.87,118
549,Premium Eco Kit 549,8,Premium,19911.71,34645.24,269
550,ProLine Lite Kit 550,21,ProLine,6687.47,8882.21,59
551,HouseBrand Lite Pack 551,7,HouseBrand,3419.2,6029.65,256
552,OnePlus Smart Phone 552,11,OnePlus,5656.0,9617.1,316
553,Premium Max Pack 553,10,Premium,926.16,1162.57,393
554,ProLine Classic Item 554,16,ProLine,19583.49,25206.05,196
555,Generic Classic Product 555,23,Generic,21282.38,36210.85,36
556,ValueMart Mini Guide 556,6,ValueMart,1310.87,2246.6,270
557,Generic Smart Product 557,8,Generic,15491.96,25468.45,301
558,Maybelline Mini Item 558,4,Maybelline,19531.92,34376.81,52
559,Generic Eco Kit 559,19,Generic,-11058.51,19018.88,93
560,Premium Mini Product 560,14,Premium,18632.03,31363.83,80
561,Generic Ultra Set 561,19,Generic,7231.98,8870.74,493
562,Generic Max Cookbook 562,6,Generic,12596.73,18623.38,252
563,Premium Lite Product 563,15,Premium,9907.79,16461.59,480
564,Generic Smart Set 564,23,Generic,6205.79,10107.62,144
565,HouseBrand Smart Kit 565,17,HouseBrand,13101.11,16671.75,168
566,ProLine Max Item 566,20,ProLine,24017.63,38889.19,407
567,Generic Ultra Set 567,23,Generic,24605.42,33926.76,177
568,HouseBrand Prime Pack 568,16,HouseBrand,11874.62,21271.11,111
569,ProLine Max Kit 569,3,ProLine,10338.75,17773.35,48
570,Premium Classic Product 570,8,Premium,19705.43,27564.13,305
571,Generic Ultra Item 571,25,Generic,22094.07,29735.49,124
572,ValueMart Smart Pack 572,20,ValueMart,8454.57,13055.0,147
573,Generic Smart Item 573,17,Generic,20748.41,24190.43,227
574,ProLine Eco Novel 574,6,ProLine,17812.35,27008.69,302
575,Bata Lite Sandal 575,13,Bata,1427.49,1964.77,409
576,Premium Pro Kit 576,22,Premium,820.78,1155.4,208
577,ProLine Ultra Set 577,24,ProLine,1319.47,2160.38,269
578,ProLine Lite Kit 578,7,ProLine,21671.89,35432.33,367
579,Generic Plus Pack 579,23,Generic,5437.32,8130.64,204
580,Generic Eco Pack 580,20,Generic,6180.21,8034.18,203
581,Panasonic Eco Soundbar 581,1,Panasonic,23964.96,38619.8,53
582,Generic Smart Kit 582,16,Generic,18612.67,27836.15,51
583,Dell Plus Monitor 583,12,Dell,11265.83,17645.51,155
584,Premium Plus Novel 584,6,Premium,22207.06,37255.43,29
585,Generic Ultra Set 585,9,Generic,-14486.3,17987.17,131
586,Generic Plus Pack 586,25,Generic,22577.17,39492.74,413
587,HouseBrand Plus Item 587,9,HouseBrand,-4269.91,5498.16,66
588,ProLine Lite Set 588,3,ProLine,3046.76,3644.99,30
589,ValueMart Lite Kit 589,25,ValueMart,1897.74,2345.9,263
590,HouseBrand Smart Item 590,21,HouseBrand,14526.99,24018.51,18
591,Generic Ultra Set 591,16,Generic,22060.27,34524.41,219
592,Generic Pro Product 592,14,Generic,17833.1,25694.02,352
593,Premium Eco Set 593,9,Premium,11717.93,14768.27,210
594,ValueMart Smart Pack 594,20,ValueMart,6554.56,8191.86,377
595,Premium Ultra Item 595,7,Premium,21059.65,28738.65,476
596,Premium Pro Set 596,18,Premium,21417.42,25712.34,440
597,Premium Max Set 597,20,Premium,7726.25,9973.08,226
598,Premium Mini Kit 598,18,Premium,22749.43,30524.33,492
599,ValueMart Plus Kit 599,15,ValueMart,7281.36,10996.93,142
600,HouseBrand Smart Kit 600,16,HouseBrand,-15277.87,23761.75,462
601,Maybelline Classic Pack 601,4,Maybelline,17353.83,27568.08,279
602,Generic Max Kit 602,18,Generic,1898.06,2734.05,25
603,Xiaomi Eco Phone 603,11,Xiaomi,2213.45,2865.4,165
604,Lenovo Max Desktop 604,12,Lenovo,18585.51,24237.18,422
605,Generic Classic Set 605,21,Generic,13667.67,22473.4,480
606,Lenovo Prime Monitor 606,12,Lenovo,12504.9,19417.83,360
607,ValueMart Smart Product 607,24,ValueMart,12320.72,18402.56,321
608,Premium Pro Kit 608,16,Premium,18451.0,22080.36,204
609,Puma Classic Boot 609,13,Puma,12065.71,21104.08,167
610,Nike Mini Sneaker 610,13,Nike,11734.6,20833.96,256
611,Lenovo Pro Notebook 611,12,Lenovo,4563.07,5890.9,72
612,HouseBrand Smart Pack 612,3,HouseBrand,64.17,91.81,183
613,GENERIC MAX PRODUCT 613,20,Generic,18349.99,21485.95,107
614,HouseBrand Plus Set 614,15,HouseBrand,3899.36,6869.5,483
615,ValueMart Pro Pack 615,5,ValueMart,15684.65,21363.35,197
616,ProLine Smart Product 616,17,ProLine,10335.85,16989.74,76
617,Premium Smart Cookbook 617,6,Premium,22649.51,33411.11,78
618,Generic Lite Pack 618,19,Generic,21250.77,38235.21,403
619,ProLine Mini Cookbook 619,6,ProLine,7207.97,9462.49,341
620,Premium Ultra Set 620,7,Premium,14582.0,26186.2,4
621,Generic Lite Item 621,25,Generic,13192.99,20651.88,360
622,ValueMart Mini Pack 622,22,ValueMart,23326.69,29916.7,189
623,ProLine Classic Item 623,14,ProLine,20829.28,28058.73,469
624,OnePlus Ultra Smartphone 624,11,OnePlus,24641.25,44114.75,459
625,ProLine Smart Set 625,23,ProLine,19971.29,26460.66,18
626,HouseBrand Lite Item 626,9,HouseBrand,13704.71,20755.86,87
627,Nike Lite Boot 627,13,Nike,15934.92,22554.44,339
628,ValueMart Plus Item 628,19,ValueMart,8372.07,11427.37,263
629,Maybelline Eco Item 629,4,Maybelline,4758.37,8102.74,492
630,Acer Classic Desktop 630,12,Acer,5735.3,9426.38,492
631,HouseBrand Plus Product 631,14,HouseBrand,577.84,783.34,56
632,ProLine Max Product 632,5,ProLine,16414.03,21810.47,343
633,H&M Ultra Jacket 633,2,H&M,1420.63,2170.9,402
634,Philips Plus TV 634,1,Philips,21227.36,26555.6,259
635,ProLine Plus Pack 635,16,ProLine,11144.97,16024.83,191
636,Puma Lite Shirt 636,2,Puma,20078.67,34745.82,63
637,Panasonic Max TV 637,1,Panasonic,4506.17,7829.64,168
638,Premium Smart Kit 638,14,Premium,3793.49,4862.55,404
639,ProLine Mini Kit 639,17,ProLine,18134.18,27919.88,-7
640,ProLine Lite Item 640,24,ProLine,12376.89,16649.1,460
641,Lenovo Smart Laptop 641,12,Lenovo,9023.67,11693.51,366
642,Puma Plus Shirt 642,2,Puma,8837.7,14250.05,179
643,Samsung Prime Soundbar 643,1,Samsung,11007.5,17266.43,123
644,HouseBrand Mini Product 644,16,HouseBrand,19427.38,32576.57,110
645,ProLine Max Item 645,18,ProLine,2614.8,3814.38,310
646,ProLine Classic Product 646,16,ProLine,6176.87,7274.24,432
647,HouseBrand Plus Guide 647,6,HouseBrand,11399.62,16176.68,41
648,HouseBrand Eco Set 648,5,HouseBrand,20619.17,36118.52,217
649,Premium Classic Novel 649,6,Premium,23242.84,26999.11,151
650,HouseBrand Classic Pack 650,24,HouseBrand,23800.62,27557.16,436
651,HouseBrand Prime Set 651,20,HouseBrand,24256.53,42178.14,116
652,ProLine Eco Item 652,25,ProLine,13780.57,16547.73,33
653,HouseBrand Prime Pack 653,22,HouseBrand,15365.01,23809.3,240
654,Samsung Prime Phone 654,11,Samsung,14317.46,17894.35,-4
655,ProLine Prime Set 655,19,ProLine,1921.68,3121.5,91
656,Generic Max Item 656,22,Generic,11838.09,17536.83,272
657,Generic Classic Pack 657,8,Generic,24237.99,39423.84,11
658,HouseBrand Mini Pack 658,10,HouseBrand,4411.44,5702.79,364
659,Acer Smart Laptop 659,12,Acer,-23567.08,38348.24,48
660,  ProLine Classic Cookbook 660  ,6,ProLine,21496.05,30004.84,99
661,ValueMart Mini Product 661,22,ValueMart,-6080.4,9437.57,238
662,Premium Max Kit 662,24,Premium,6484.46,10377.74,322
663,Generic Smart Product 663,25,Generic,3807.43,4597.33,335
664,ValueMart Smart Kit 664,17,ValueMart,8526.41,10200.22,207
665,HP Prime Desktop 665,12,HP,18856.58,25179.75,255
666,HouseBrand Plus Set 666,9,HouseBrand,21150.2,31472.49,158
667,Premium Lite Kit 667,22,Premium,11187.42,19795.4,125
668,Premium Eco Pack 668,17,Premium,2941.68,5075.31,344
669,Nike Ultra Running Shoe 669,13,Nike,3583.89,4477.17,93
670,ValueMart Classic Item 670,18,ValueMart,1231.94,1646.22,227
671,Lakme Lite Product 671,4,Lakme,11054.88,15690.52,270
672,Generic Classic Item 672,14,Generic,7026.93,8227.33,342
673,ValueMart Mini Pack 673,16,ValueMart,9374.26,14749.16,379
674,HouseBrand Plus Product 674,3,HouseBrand,393.75,516.36,167
675,Acer Ultra Desktop 675,12,Acer,9882.1,16569.28,2
676,HouseBrand Eco Kit 676,10,HouseBrand,13284.51,20402.15,72
677,Philips Classic Camera 677,1,Philips,12902.58,17729.96,427
678,Xiaomi Max Phone 678,11,Xiaomi,2552.17,4233.62,416
679,ValueMart Smart Pack 679,24,ValueMart,605.61,933.18,123
680,HouseBrand Prime Product 680,20,HouseBrand,7155.95,11892.55,250
681,Premium Pro Item 681,16,Premium,23232.61,41531.85,-3
682,Levis Prime Dress 682,2,Levis,11151.2,16788.6,268
683,Lakme Eco Set 683,4,Lakme,8440.33,15124.83,95
684,Sony Mini TV 684,1,Sony,11340.07,19252.33,256
685,HouseBrand Plus Set 685,9,HouseBrand,12020.97,21466.2,145
686,Asus Pro Desktop 686,12,Asus,3316.49,3925.46,362
687,ValueMart Prime Item 687,24,ValueMart,6681.94,9873.51,22
688,ProLine Plus Product 688,3,ProLine,10620.2,18633.87,365
689,Bata Max Running Shoe 689,13,Bata,24279.82,32006.71,440
690,Reebok Eco Boot 690,13,Reebok,21495.29,30982.54,64
691,Premium Prime Pack 691,7,Premium,21394.11,30025.1,164
692,GENERIC MAX PRODUCT 692,14,Generic,24414.35,31035.87,353
693,ValueMart Plus Set 693,8,ValueMart,825.19,1159.14,281
694,ProLine Lite Cookbook 694,6,ProLine,17016.87,21574.99,253
695,HouseBrand Eco Pack 695,17,HouseBrand,6623.71,9146.63,200
696,ValueMart Pro Pack 696,9,ValueMart,17932.96,26060.73,326
697,Generic Lite Item 697,10,Generic,21322.94,32448.57,132
698,Premium Eco Biography 698,6,Premium,22507.28,30896.25,370
699,Philips Prime Speaker 699,1,Philips,12390.28,15246.98,476
700,ProLine Plus Guide 700,6,ProLine,18690.42,23082.46,148
701,ProLine Lite Set 701,21,ProLine,23425.84,36175.26,75
702,ValueMart Classic Pack 702,18,ValueMart,17853.99,32053.72,244
703,ProLine Eco Set 703,9,ProLine,4113.27,6118.32,412
704,ProLine Smart Pack 704,14,ProLine,4488.92,6951.19,173
705,Panasonic Smart Headphone 705,1,Panasonic,23195.33,30663.61,129
706,Sony Plus Headphone 706,1,Sony,2750.82,3593.02,167
707,Generic Prime Kit 707,7,Generic,868.61,1156.62,136
708,Premium Prime Item 708,5,Premium,9496.59,13298.64,490
709,ValueMart Prime Set 709,9,ValueMart,8231.7,9946.57,302
710,Panasonic Pro Speaker 710,1,Panasonic,5092.75,8361.39,299
711,ProLine Lite Kit 711,25,ProLine,23216.73,34308.35,399
712,ProLine Mini Pack 712,14,ProLine,7898.81,13057.21,34
713,HouseBrand Pro Product 713,20,HouseBrand,21114.6,36572.13,84
714,Realme Ultra Phone 714,11,Realme,19183.55,32116.32,382
715,Generic Plus Kit 715,8,Generic,23234.59,28144.57,463
716,ValueMart Mini Product 716,25,ValueMart,19263.76,23321.21,138
717,HouseBrand Eco Kit 717,17,HouseBrand,902.78,1490.15,369
718,ProLine Pro Kit 718,20,ProLine,15080.14,25741.18,174
719,HouseBrand Ultra Pack 719,3,HouseBrand,6934.3,9841.27,425
720,Nike Smart Jeans 720,2,Nike,11232.99,14854.38,485
721,ProLine Plus Kit 721,10,ProLine,10656.31,18346.09,92
722,HouseBrand Eco Kit 722,7,HouseBrand,22348.89,31889.21,378
723,Premium Plus Pack 723,9,Premium,12587.68,17893.8,233
724,Premium Smart Pack 724,7,Premium,12591.85,15723.08,383
725,HouseBrand Classic Product 725,9,HouseBrand,14166.47,20098.19,241
726,ProLine Ultra Set 726,21,ProLine,6455.21,11492.54,3
727,Premium Ultra Set 727,20,Premium,24191.45,40999.4,83
728,Lakme Smart Set 728,4,Lakme,13185.18,16619.74,113
729,Premium Classic Pack 729,21,Premium,14624.85,19322.97,83
730,Premium Prime Item 730,24,Premium,2923.89,4434.11,191
731,ProLine Mini Kit 731,19,ProLine,1518.27,2336.02,90
732,Premium Classic Product 732,21,Premium,1734.81,2572.65,147
733,Generic Max Set 733,7,Generic,16589.97,20358.22,199
734,Premium Classic Kit 734,24,Premium,22373.48,28434.08,130
735,ValueMart Ultra Product 735,9,ValueMart,14711.49,23784.66,245
736,Acer Eco Desktop 736,12,Acer,3949.47,4809.26,360
737,Premium Max Product 737,25,Premium,11411.04,19594.42,128
738,Bata Ultra Sandal 738,13,Bata,23062.82,27837.83,449
739,Generic Ultra Pack 739,3,Generic,23244.32,41046.46,172
740,HouseBrand Max Item 740,8,HouseBrand,8911.36,12868.83,368
741,Xiaomi Smart Smartphone 741,11,Xiaomi,4791.63,8308.42,429
742,Generic Pro Product 742,7,Generic,17646.55,21063.83,295
743,Panasonic Mini Speaker 743,1,Panasonic,16360.58,22419.89,294
744,ValueMart Ultra Kit 744,17,ValueMart,2395.83,4234.4,444
745,Premium Classic Set 745,19,Premium,-21912.87,27143.6,425
746,Generic Prime Item 746,9,Generic,9240.19,13852.54,233
747,HouseBrand Pro Pack 747,8,HouseBrand,1562.74,2171.85,271
748,HouseBrand Lite Kit 748,7,HouseBrand,9678.74,12369.66,348
749,Generic Smart Kit 749,7,Generic,15692.46,22005.54,122
750,HouseBrand Pro Set 750,9,HouseBrand,13370.95,22084.92,8
751,Generic Prime Set 751,10,Generic,14708.61,26152.37,149
752,ProLine Plus Item 752,14,ProLine,22749.45,37898.02,175
753,LEVIS ECO DRESS 753,2,Levis,10756.02,17251.66,269
754,ProLine Lite Kit 754,25,ProLine,11486.49,13902.22,221
755,ProLine Classic Kit 755,15,ProLine,3207.77,5255.89,14
756,ADIDAS PLUS SNEAKER 756,13,Adidas,18099.61,31042.37,299
757,HouseBrand Classic Kit 757,16,HouseBrand,15330.36,25149.01,295
758,HouseBrand Plus Item 758,22,HouseBrand,21732.89,25507.45,49
759,Premium Ultra Pack 759,14,Premium,5445.92,9308.3,375
760,HouseBrand Mini Pack 760,17,HouseBrand,10534.55,13402.77,448
761,ValueMart Plus Pack 761,9,ValueMart,17609.25,22589.74,345
762,Generic Max Kit 762,3,Generic,22206.32,36567.96,41
763,HouseBrand Smart Product 763,5,HouseBrand,7343.17,13084.4,82
764,Premium Pro Product 764,18,Premium,15282.52,20630.77,303
765,Premium Ultra Kit 765,8,Premium,1036.11,1682.14,308
766,  Puma Plus Jeans 766  ,2,Puma,171.19,278.04,494
767,Premium Prime Pack 767,24,Premium,18924.75,27565.15,120
768,Nike Plus Running Shoe 768,13,Nike,10931.6,14878.11,393
769,HouseBrand Max Item 769,14,HouseBrand,10807.22,16630.25,316
770,VALUEMART LITE SET 770,23,ValueMart,24875.48,29880.01,196
771,ValueMart Classic Pack 771,10,ValueMart,4558.62,6285.78,73
772,Generic Plus Set 772,8,Generic,4404.7,7253.0,412
773,Bata Ultra Sandal 773,13,Bata,22985.18,26919.9,476
774,H&M Lite Dress 774,2,H&M,10111.68,12156.06,146
775,ValueMart Plus Pack 775,7,ValueMart,24651.44,31697.41,61
776,ValueMart Smart Pack 776,5,ValueMart,14362.33,21165.75,416
777,ProLine Ultra Product 777,15,ProLine,9449.55,15945.13,153
778,Dove Eco Item 778,4,Dove,10738.4,17163.67,105
779,ValueMart Plus Pack 779,22,ValueMart,9270.81,14082.68,326
780,Zara Max Shirt 780,2,Zara,4299.46,5137.6,258
781,Generic Eco Pack 781,19,Generic,7237.1,11727.25,0
782,H&M Eco Shirt 782,2,H&M,21570.57,36521.02,37
783,HouseBrand Plus Product 783,3,HouseBrand,642.72,762.64,272
784,ProLine Max Kit 784,22,ProLine,5905.85,8896.44,383
785,Samsung Max Smartphone 785,11,Samsung,19898.36,29206.49,14
786,Bata Pro Boot 786,13,Bata,24727.84,30850.06,286
787,ValueMart Eco Product 787,21,ValueMart,1341.16,1958.73,49
788,ValueMart Prime Kit 788,23,ValueMart,16647.09,26558.59,381
789,Generic Smart Pack 789,7,Generic,10493.44,14567.81,174
790,Premium Mini Item 790,14,Premium,11582.59,15781.09,348
791,Premium Ultra Item 791,8,Premium,6308.78,8752.05,20
792,Dove Pro Item 792,4,Dove,21809.0,33615.9,287
793,Lakme Max Set 793,4,Lakme,17361.79,29532.11,48
794,ProLine Max Novel 794,6,ProLine,3807.48,4399.93,56
795,Puma Classic T-Shirt 795,2,Puma,19068.17,34163.89,134
796,Puma Lite Jacket 796,2,Puma,18714.37,22395.68,424
797,ValueMart Mini Set 797,15,ValueMart,18914.08,26167.31,280
798,Philips Mini Camera 798,1,Philips,14899.97,26735.15,485
799,Generic Lite Pack 799,7,Generic,4777.81,5879.34,195
800,Premium Lite Item 800,14,Premium,14931.31,24860.27,345
801,ProLine Eco Kit 801,19,ProLine,22318.91,37356.33,101
802,HouseBrand Pro Product 802,7,HouseBrand,13919.14,18697.83,436
803,Generic Smart Set 803,9,Generic,23302.01,37125.52,454
804,ProLine Eco Kit 804,25,ProLine,10451.97,15671.0,459
805,Reebok Ultra Sandal 805,13,Reebok,2726.81,3555.37,488
806,ValueMart Lite Set 806,14,ValueMart,1730.99,3038.67,381
807,  Maybelline Max Product 807  ,4,Maybelline,4989.62,8220.19,418
808,Generic Prime Kit 808,3,Generic,22511.94,36507.74,53
809,Zara Ultra Jacket 809,2,Zara,17311.58,27015.73,131
810,Generic Prime Item 810,19,Generic,20713.54,33492.3,439
811,Generic Prime Kit 811,15,Generic,8095.46,12978.87,95
812,Generic Pro Product 812,24,Generic,14708.67,23266.53,206
813,Xiaomi Ultra Smartphone 813,11,Xiaomi,18915.21,34018.7,249
814,ProLine Pro Product 814,5,ProLine,5100.01,7653.25,168
815,Adidas Ultra Running Shoe 815,13,Adidas,14310.67,16913.75,241
816,Realme Prime Smartphone 816,11,Realme,14595.31,22336.29,172
817,ProLine Ultra Set 817,17,ProLine,18019.39,28236.49,142
818,Premium Eco Product 818,20,Premium,-15637.78,23446.97,12
819,HouseBrand Classic Kit 819,16,HouseBrand,2574.77,3418.14,422
820,Premium Eco Item 820,14,Premium,21831.03,34741.54,165
821,ProLine Mini Product 821,3,ProLine,14827.26,19188.4,7
822,ProLine Pro Kit 822,19,ProLine,20694.65,31781.74,480
